Date,Time,Symbol,Timeframe,Side,Unit,Entry,SL,TP,BE,Exit,ExitTime,Duration,MFE,MAE,MaxRR,BEActivated,Result
31-08-2026,10:15,GOLD_M15_IST_20260801_20260904,M15,BUY,USD,4420.09,4415.09,4430.09,4420.09,4430.09,31-08-2026 10:50,35m,12.19,1.38,2.44,FALSE,TP
31-08-2026,11:45,GOLD_M15_IST_20260801_20260904,M15,SELL,USD,4432.32,4437.32,4422.32,4432.32,4437.32,31-08-2026 11:49,4m,0.95,5.87,0.19,FALSE,SL
31-08-2026,12:00,GOLD_M15_IST_20260801_20260904,M15,BUY,USD,4435.85,4430.85,4445.85,4435.85,4445.85,31-08-2026 12:56,56m,10.07,4.65,2.01,TRUE,TP
31-08-2026,13:30,GOLD_M15_IST_20260801_20260904,M15,SELL,USD,4443.2,4448.2,4433.2,4443.2,4448.2,31-08-2026 13:31,1m,0.31,5.33,0.06,FALSE,SL
31-08-2026,13:45,GOLD_M15_IST_20260801_20260904,M15,SELL,USD,4438.73,4443.73,4428.73,4438.73,4443.73,31-08-2026 14:46,61m,5.02,5.36,1,FALSE,SL
31-08-2026,17:15,GOLD_M15_IST_20260801_20260904,M15,SELL,USD,4454.46,4459.46,4444.46,4454.46,4459.46,31-08-2026 17:36,21m,2.03,5.98,0.41,FALSE,SL
31-08-2026,18:00,GOLD_M15_IST_20260801_20260904,M15,SELL,USD,4447.6,4452.6,4437.6,4447.6,4437.6,31-08-2026 18:15,15m,10.38,2.33,2.08,TRUE,TP
31-08-2026,18:45,GOLD_M15_IST_20260801_20260904,M15,BUY,USD,4445.84,4440.84,4455.84,4445.84,4440.84,31-08-2026 18:52,7m,2.34,6.61,0.47,FALSE,SL
31-08-2026,19:15,GOLD_M15_IST_20260801_20260904,M15,SELL,USD,4433.61,4438.61,4423.61,4433.61,4423.61,31-08-2026 19:21,6m,11.52,0,2.3,TRUE,TP
31-08-2026,20:15,GOLD_M15_IST_20260801_20260904,M15,BUY,USD,4432.84,4427.84,4442.84,4432.84,4427.84,31-08-2026 20:20,5m,2.99,6.22,0.6,FALSE,SL
01-09-2026,03:45,GOLD_M15_IST_20260801_20260904,M15,BUY,USD,4451.46,4446.46,4461.46,4451.46,4446.46,01-09-2026 04:18,33m,0.33,5.61,0.07,FALSE,SL
01-09-2026,05:15,GOLD_M15_IST_20260801_20260904,M15,BUY,USD,4445.61,4440.61,4455.61,4445.61,4455.61,01-09-2026 05:39,24m,10.48,0.11,2.1,TRUE,TP
01-09-2026,06:15,GOLD_M15_IST_20260801_20260904,M15,SELL,USD,4453.17,4458.17,4443.17,4453.17,4458.17,01-09-2026 06:20,5m,0.87,5.11,0.17,FALSE,SL
01-09-2026,06:45,GOLD_M15_IST_20260801_20260904,M15,SELL,USD,4446.33,4451.33,4436.33,4446.33,4436.33,01-09-2026 07:03,18m,10.08,1.4,2.02,TRUE,TP
01-09-2026,07:45,GOLD_M15_IST_20260801_20260904,M15,BUY,USD,4444.91,4439.91,4454.91,4444.91,4439.91,01-09-2026 08:00,15m,3.4,8.2,0.68,FALSE,SL
01-09-2026,08:30,GOLD_M15_IST_20260801_20260904,M15,BUY,USD,4442.98,4437.98,4452.98,4442.98,4437.98,01-09-2026 08:47,17m,1.09,5.45,0.22,FALSE,SL
01-09-2026,09:15,GOLD_M15_IST_20260801_20260904,M15,BUY,USD,4438.48,4433.48,4448.48,4438.48,4433.48,01-09-2026 09:37,22m,4.76,5.08,0.95,FALSE,SL
01-09-2026,11:00,GOLD_M15_IST_20260801_20260904,M15,SELL,USD,4426.67,4431.67,4416.67,4426.67,4431.67,01-09-2026 11:00,0m,2.75,5.36,0.55,FALSE,SL
01-09-2026,11:45,GOLD_M15_IST_20260801_20260904,M15,SELL,USD,4432.87,4437.87,4422.87,4432.87,4422.87,,75m,13.55,2.43,2.71,FALSE,TP
01-09-2026,15:45,GOLD_M15_IST_20260801_20260904,M15,BUY,USD,4378.28,4373.28,4388.28,4378.28,4378.28,01-09-2026 17:25,100m,8.89,3.48,1.78,TRUE,BE
01-09-2026,17:30,GOLD_M15_IST_20260801_20260904,M15,SELL,USD,4374.38,4379.38,4364.38,4374.38,4374.38,01-09-2026 17:56,26m,8.51,1.67,1.7,TRUE,BE
01-09-2026,20:30,GOLD_M15_IST_20260801_20260904,M15,SELL,USD,4360.33,4365.33,4350.33,4360.33,4365.33,01-09-2026 20:52,22m,5.23,5.09,1.05,FALSE,SL
01-09-2026,21:00,GOLD_M15_IST_20260801_20260904,M15,BUY,USD,4365.68,4360.68,4375.68,4365.68,4365.68,01-09-2026 21:41,41m,8.97,4.15,1.79,TRUE,BE
