Date,Time,Symbol,Timeframe,Side,Unit,Entry,SL,TP,BE,Exit,ExitTime,Duration,MFE,MAE,MaxRR,BEActivated,Result
24-08-2026,09:15,GOLDTEN_15,GOLDTEN_15,BUY,USD,163290,163090,163790,,163090,24-08-2026 09:35,20m,106,200,0.53,false,SL
24-08-2026,11:00,GOLDTEN_15,GOLDTEN_15,SELL,USD,163370,163570,162870,,163570,24-08-2026 11:36,36m,170,291,0.85,false,SL
24-08-2026,13:00,GOLDTEN_15,GOLDTEN_15,SELL,USD,163770,163970,163270,,163270,24-08-2026 13:47,47m,541,134,2.71,false,TP
24-08-2026,15:00,GOLDTEN_15,GOLDTEN_15,SELL,USD,163400,163600,162900,,163600,24-08-2026 15:17,17m,69,200,0.34,false,SL
24-08-2026,17:00,GOLDTEN_15,GOLDTEN_15,BUY,USD,163629,163429,164129,,164129,24-08-2026 17:08,8m,538,14,2.69,false,TP
24-08-2026,18:15,GOLDTEN_15,GOLDTEN_15,BUY,USD,164120,163920,164620,,164620,24-08-2026 18:37,22m,500,27,2.5,false,TP
24-08-2026,19:15,GOLDTEN_15,GOLDTEN_15,SELL,USD,164332,164532,163832,,164532,24-08-2026 19:16,1m,116,287,0.58,false,SL
24-08-2026,19:45,GOLDTEN_15,GOLDTEN_15,BUY,USD,164552,164352,165052,,164352,24-08-2026 19:46,1m,0,272,0,false,SL
24-08-2026,20:00,GOLDTEN_15,GOLDTEN_15,BUY,USD,164591,164391,165091,,164391,24-08-2026 20:20,20m,145,287,0.72,false,SL
24-08-2026,20:45,GOLDTEN_15,GOLDTEN_15,BUY,USD,164618,164418,165118,,164418,24-08-2026 21:12,27m,106,263,0.53,false,SL
24-08-2026,21:15,GOLDTEN_15,GOLDTEN_15,SELL,USD,164329,164529,163829,,163829,24-08-2026 21:19,4m,529,45,2.65,false,TP
24-08-2026,22:00,GOLDTEN_15,GOLDTEN_15,BUY,USD,164165,163965,164665,,163965,24-08-2026 22:22,22m,92,233,0.46,false,SL
25-08-2026,09:30,GOLDTEN_15,GOLDTEN_15,SELL,USD,163055,163255,162555,,163255,25-08-2026 09:41,11m,110,218,0.55,false,SL
25-08-2026,10:00,GOLDTEN_15,GOLDTEN_15,SELL,USD,162980,163180,162480,,163180,25-08-2026 10:36,36m,479,210,2.4,false,SL
25-08-2026,10:45,GOLDTEN_15,GOLDTEN_15,BUY,USD,163181,162981,163681,,163681,25-08-2026 10:59,14m,519,21,2.6,false,TP
25-08-2026,12:30,GOLDTEN_15,GOLDTEN_15,SELL,USD,163370,163570,162870,,163570,25-08-2026 12:37,7m,21,201,0.1,false,SL
25-08-2026,13:30,GOLDTEN_15,GOLDTEN_15,SELL,USD,163102,163302,162602,,163302,25-08-2026 13:53,23m,297,293,1.49,false,SL
25-08-2026,14:00,GOLDTEN_15,GOLDTEN_15,BUY,USD,163211,163011,163711,,163011,25-08-2026 14:09,9m,88,207,0.44,false,SL
25-08-2026,14:15,GOLDTEN_15,GOLDTEN_15,SELL,USD,163099,163299,162599,,163299,25-08-2026 17:10,175m,329,227,1.65,false,SL
25-08-2026,17:45,GOLDTEN_15,GOLDTEN_15,SELL,USD,163129,163329,162629,,162629,25-08-2026 18:44,59m,541,168,2.71,false,TP
25-08-2026,19:45,GOLDTEN_15,GOLDTEN_15,BUY,USD,162415,162215,162915,,162215,25-08-2026 19:52,7m,65,295,0.33,false,SL
25-08-2026,20:15,GOLDTEN_15,GOLDTEN_15,BUY,USD,162584,162384,163084,,163084,25-08-2026 21:03,48m,541,136,2.71,false,TP
25-08-2026,21:45,GOLDTEN_15,GOLDTEN_15,SELL,USD,163003,163203,162503,,163203,26-08-2026 09:00,675m,267,374,1.33,false,SL
26-08-2026,09:30,GOLDTEN_15,GOLDTEN_15,BUY,USD,163048,162848,163548,,162848,26-08-2026 11:45,135m,250,240,1.25,false,SL
26-08-2026,12:30,GOLDTEN_15,GOLDTEN_15,SELL,USD,162672,162872,162172,,162172,26-08-2026 14:50,140m,556,145,2.78,false,TP
26-08-2026,15:15,GOLDTEN_15,GOLDTEN_15,BUY,USD,162339,162139,162839,,162139,26-08-2026 15:50,35m,112,249,0.56,false,SL
26-08-2026,16:15,GOLDTEN_15,GOLDTEN_15,BUY,USD,162244,162044,162744,,162044,26-08-2026 18:01,106m,441,243,2.21,false,SL
26-08-2026,17:00,GOLDTEN_15,GOLDTEN_15,BUY,USD,162191,161991,162691,,161991,26-08-2026 18:30,90m,494,271,2.47,false,SL
26-08-2026,19:15,GOLDTEN_15,GOLDTEN_15,BUY,USD,162246,162046,162746,,162046,26-08-2026 20:02,47m,254,246,1.27,false,SL
26-08-2026,20:30,GOLDTEN_15,GOLDTEN_15,SELL,USD,161755,161955,161255,,161255,26-08-2026 20:35,5m,525,16,2.63,false,TP
26-08-2026,21:30,GOLDTEN_15,GOLDTEN_15,SELL,USD,161250,161450,160750,,160750,26-08-2026 22:09,39m,530,124,2.65,false,TP
27-08-2026,09:30,GOLDTEN_15,GOLDTEN_15,SELL,USD,160229,160429,159729,,160429,27-08-2026 09:34,4m,49,222,0.24,false,SL
27-08-2026,10:30,GOLDTEN_15,GOLDTEN_15,BUY,USD,159906,159706,160406,,159706,27-08-2026 10:30,0m,376,335,1.88,false,SL
27-08-2026,11:00,GOLDTEN_15,GOLDTEN_15,SELL,USD,159237,159437,158737,,158737,27-08-2026 11:01,1m,621,16,3.1,false,TP
27-08-2026,12:00,GOLDTEN_15,GOLDTEN_15,BUY,USD,159161,158961,159661,,158961,27-08-2026 12:02,2m,11,224,0.06,false,SL
27-08-2026,13:00,GOLDTEN_15,GOLDTEN_15,BUY,USD,158857,158657,159357,,159357,27-08-2026 13:15,15m,572,151,2.86,false,TP
27-08-2026,14:00,GOLDTEN_15,GOLDTEN_15,SELL,USD,159323,159523,158823,,158823,27-08-2026 15:07,67m,616,28,3.08,false,TP
27-08-2026,16:15,GOLDTEN_15,GOLDTEN_15,BUY,USD,158757,158557,159257,,158557,27-08-2026 17:36,81m,339,244,1.7,false,SL
27-08-2026,19:00,GOLDTEN_15,GOLDTEN_15,BUY,USD,158550,158350,159050,,158350,27-08-2026 19:02,2m,81,225,0.41,false,SL
27-08-2026,19:45,GOLDTEN_15,GOLDTEN_15,BUY,USD,158348,158148,158848,,158848,27-08-2026 21:01,76m,593,20,2.96,false,TP
27-08-2026,22:00,GOLDTEN_15,GOLDTEN_15,BUY,USD,159623,159423,160123,,159423,27-08-2026 22:27,27m,77,213,0.39,false,SL
28-08-2026,09:15,GOLDTEN_15,GOLDTEN_15,SELL,USD,158252,158452,157752,,158452,28-08-2026 09:48,33m,191,248,0.95,false,SL
28-08-2026,11:45,GOLDTEN_15,GOLDTEN_15,BUY,USD,158343,158143,158843,,158843,28-08-2026 12:19,34m,527,64,2.63,false,TP
28-08-2026,15:00,GOLDTEN_15,GOLDTEN_15,BUY,USD,159593,159393,160093,,160093,28-08-2026 19:27,267m,608,173,3.04,false,TP
28-08-2026,19:45,GOLDTEN_15,GOLDTEN_15,SELL,USD,158725,158925,158225,,158925,28-08-2026 19:47,2m,15,274,0.07,false,SL
28-08-2026,20:45,GOLDTEN_15,GOLDTEN_15,SELL,USD,158405,158605,157905,,158605,28-08-2026 20:55,10m,75,224,0.38,false,SL
31-08-2026,09:15,GOLDTEN_15,GOLDTEN_15,SELL,USD,154791,154991,154291,,154291,31-08-2026 09:34,19m,591,100,2.96,false,TP
31-08-2026,10:30,GOLDTEN_15,GOLDTEN_15,BUY,USD,154383,154183,154883,,154883,31-08-2026 10:58,28m,501,158,2.5,false,TP
31-08-2026,12:00,GOLDTEN_15,GOLDTEN_15,BUY,USD,154869,154669,155369,,155369,31-08-2026 15:31,211m,531,183,2.65,false,TP
31-08-2026,17:15,GOLDTEN_15,GOLDTEN_15,SELL,USD,155160,155360,154660,,155360,31-08-2026 17:31,16m,160,213,0.8,false,SL
31-08-2026,18:00,GOLDTEN_15,GOLDTEN_15,SELL,USD,154983,155183,154483,,154483,31-08-2026 18:18,18m,527,36,2.63,false,TP
31-08-2026,19:00,GOLDTEN_15,GOLDTEN_15,SELL,USD,154789,154989,154289,,154289,31-08-2026 19:17,17m,519,11,2.6,false,TP
31-08-2026,20:15,GOLDTEN_15,GOLDTEN_15,BUY,USD,154560,154360,155060,,154360,31-08-2026 21:26,71m,410,252,2.05,false,SL
01-09-2026,09:30,GOLDTEN_15,GOLDTEN_15,SELL,USD,154834,155034,154334,,154334,01-09-2026 09:51,21m,512,23,2.56,false,TP
01-09-2026,11:45,GOLDTEN_15,GOLDTEN_15,SELL,USD,154564,154764,154064,,154764,01-09-2026 12:16,31m,62,201,0.31,false,SL
01-09-2026,12:45,GOLDTEN_15,GOLDTEN_15,SELL,USD,154616,154816,154116,,154116,01-09-2026 13:10,25m,580,0,2.9,false,TP
